type,pair,dataset,subset_idx,D_f,hq_mean,corr,wavelet_corr,weight,tci_global,mci_global,fold_idx,tmci_value,tmci_global,tmci_std_cv
MFDFA_subset,,Planck_CMB_I-Stokes,61,1.2957448572832475,0.9703810258909021,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,62,1.3901261452228817,1.0482194006911723,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,63,1.207856553348715,0.8977622288633854,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,64,1.1865370344152584,0.8800162280139397,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,65,1.4129452659400683,1.068777086057826,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,66,1.3268869060547084,0.9823802169131248,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,67,1.3078121837218555,0.9787136391471534,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,68,1.2989039546817185,0.9482841946443619,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,69,1.1462709473385073,0.8415588091465593,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,70,1.1336009886047849,0.8339766974009092,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,71,1.1036319712954192,0.8221153325404693,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,72,1.1344332419974514,0.822288293469435,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,73,1.3247339185639413,0.9791987857284198,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,74,1.122268557842692,0.8267810584468979,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,75,1.2229878818980457,0.8947845526386028,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,76,1.2062851948644913,0.8826118597961136,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,77,1.117820351220035,0.8185524929247895,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,78,1.2930888213888936,0.9614180646570245,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,79,1.3403383840751841,0.9985486125772376,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,80,1.2226073682748355,0.9166915476625297,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,81,1.1469252593936634,0.8428462729993869,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,82,1.0978537863537805,0.8017559107056702,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,83,1.0366818779501459,0.7606917148371566,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,84,1.1705013593998144,0.8522659185262452,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,85,1.135478549592542,0.8331772542212967,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,86,1.1278407756964757,0.8187277126242503,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,87,1.0029518355685187,0.7370585418770237,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,88,1.2441289970704563,0.906962834343581,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,89,0.9801108353786203,0.7236512531409287,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,90,1.0903009019017935,0.7856394729526361,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,91,1.2915590371496333,0.9574643557449704,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,92,1.3311032702563574,0.9920219955616835,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,93,1.0530973556992933,0.7668536914842365,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,94,1.1521958171685092,0.8497264969571221,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,95,1.1156771679956652,0.8208305486164201,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,96,1.4145788149696847,1.0675678090436314,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,97,1.1447459349766156,0.8318221427821592,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,98,1.4541679958873812,1.0878349385363337,,,,,,,,,
MFDFA_subset,,Planck_CMB_I-Stokes,99,1.2730256448498756,0.9313345483393078,,,,,,,,,
MFDFA_subset,,DESI_LRG,0,1.1498392223370937,0.9247838473758794,,,,,,,,,
MFDFA_subset,,DESI_LRG,1,1.4377924907659643,1.1678435264228957,,,,,,,,,
MFDFA_subset,,DESI_LRG,2,1.0365921276494894,0.8406700962788347,,,,,,,,,
MFDFA_subset,,DESI_LRG,3,1.4423141464615603,1.1629590258046965,,,,,,,,,
MFDFA_subset,,DESI_LRG,4,1.1729360282348127,0.9259098699117659,,,,,,,,,
MFDFA_subset,,DESI_LRG,5,1.1395386580904132,0.8954533070303448,,,,,,,,,
MFDFA_subset,,DESI_LRG,6,1.180889445521206,0.9406816739627059,,,,,,,,,
MFDFA_subset,,DESI_LRG,7,1.1513307330231515,0.9243094927525262,,,,,,,,,
MFDFA_subset,,DESI_LRG,8,1.2439988392726813,1.0041152513108877,,,,,,,,,
MFDFA_subset,,DESI_LRG,9,1.2036884577377964,0.9662427445196325,,,,,,,,,
MFDFA_subset,,DESI_LRG,10,1.194401347023687,0.9503349659501626,,,,,,,,,
MFDFA_subset,,DESI_LRG,11,1.0725331691159645,0.8505326502967129,,,,,,,,,
MFDFA_subset,,DESI_LRG,12,1.056190094911739,0.8437664450085979,,,,,,,,,
MFDFA_subset,,DESI_LRG,13,1.4202582733021922,1.132103486925017,,,,,,,,,
MFDFA_subset,,DESI_LRG,14,1.0442549026019001,0.8419568151767095,,,,,,,,,
MFDFA_subset,,DESI_LRG,15,1.1914602918234733,0.9545293008176676,,,,,,,,,
MFDFA_subset,,DESI_LRG,16,1.7186175501981438,1.4065179202164642,,,,,,,,,
MFDFA_subset,,DESI_LRG,17,1.2558392872039266,1.032653378669483,,,,,,,,,
MFDFA_subset,,DESI_LRG,18,1.5858481988471909,1.290685292535438,,,,,,,,,
MFDFA_subset,,DESI_LRG,19,1.0600039369786942,0.8378993173248779,,,,,,,,,
MFDFA_subset,,DESI_LRG,20,1.2561755156297145,0.9957901552767879,,,,,,,,,
MFDFA_subset,,DESI_LRG,21,1.241208463549921,1.001118161371339,,,,,,,,,
MFDFA_subset,,DESI_LRG,22,1.1816109784926578,0.970139724296712,,,,,,,,,
MFDFA_subset,,DESI_LRG,23,1.1243438451259,0.9028884126238478,,,,,,,,,
MFDFA_subset,,DESI_LRG,24,1.3749724570328559,1.1126424702939028,,,,,,,,,
MFDFA_subset,,DESI_LRG,25,1.1210256916862447,0.9080447494370847,,,,,,,,,
MFDFA_subset,,DESI_LRG,26,1.1047759799818093,0.8873476049366751,,,,,,,,,
MFDFA_subset,,DESI_LRG,27,1.0445977134232514,0.843275299204231,,,,,,,,,
MFDFA_subset,,DESI_LRG,28,1.143043217562314,0.9146579444245883,,,,,,,,,
MFDFA_subset,,DESI_LRG,29,1.105358088359883,0.8843674899074639,,,,,,,,,
MFDFA_subset,,DESI_LRG,30,1.0648736371616148,0.860779658592924,,,,,,,,,
MFDFA_subset,,DESI_LRG,31,1.3295305879652792,1.070814364410606,,,,,,,,,
MFDFA_subset,,DESI_LRG,32,1.0595219357981684,0.8455404485957052,,,,,,,,,
MFDFA_subset,,DESI_LRG,33,1.2145879535018298,0.9786512569052253,,,,,,,,,
MFDFA_subset,,DESI_LRG,34,1.3588539871617147,1.075672492365891,,,,,,,,,
MFDFA_subset,,DESI_LRG,35,1.2639411653923645,1.0157756840986363,,,,,,,,,
MFDFA_subset,,DESI_LRG,36,1.1175496222404808,0.878161864588619,,,,,,,,,
MFDFA_subset,,DESI_LRG,37,1.0610691209210874,0.8547331333574615,,,,,,,,,
MFDFA_subset,,DESI_LRG,38,1.3338293750563035,1.0739927792025856,,,,,,,,,
MFDFA_subset,,DESI_LRG,39,1.1727088521872993,0.9420098277349046,,,,,,,,,
MFDFA_subset,,DESI_LRG,40,0.9311667289432872,0.7669536621849735,,,,,,,,,
MFDFA_subset,,DESI_LRG,41,1.4199009622770558,1.1414762638321192,,,,,,,,,
MFDFA_subset,,DESI_LRG,42,1.2658857553267138,0.9999064551915812,,,,,,,,,
MFDFA_subset,,DESI_LRG,43,1.6593376799347,1.3744357387525172,,,,,,,,,
MFDFA_subset,,DESI_LRG,44,1.2102502990701753,0.9793070652624902,,,,,,,,,
MFDFA_subset,,DESI_LRG,45,1.2194648152761074,0.9771775922861892,,,,,,,,,
MFDFA_subset,,DESI_LRG,46,0.9395448281378121,0.761554234725366,,,,,,,,,
MFDFA_subset,,DESI_LRG,47,1.1029565436116444,0.8805367815284999,,,,,,,,,
MFDFA_subset,,DESI_LRG,48,1.1057710841593065,0.888570323163312,,,,,,,,,
MFDFA_subset,,DESI_LRG,49,1.263501348549985,1.0187974878462975,,,,,,,,,
MFDFA_subset,,DESI_LRG,50,1.2449863815831728,0.9902497957961404,,,,,,,,,
MFDFA_subset,,DESI_LRG,51,1.4960274238916913,1.1997829618707558,,,,,,,,,
MFDFA_subset,,DESI_LRG,52,1.2518266296384997,1.0043153649238525,,,,,,,,,
MFDFA_subset,,DESI_LRG,53,1.0117199874341418,0.8129336194958132,,,,,,,,,
MFDFA_subset,,DESI_LRG,54,1.3285601635922222,1.0627365764790087,,,,,,,,,
MFDFA_subset,,DESI_LRG,55,1.1349358036868304,0.9081714754554991,,,,,,,,,
MFDFA_subset,,DESI_LRG,56,1.2293107615574534,1.0051306770292285,,,,,,,,,
MFDFA_subset,,DESI_LRG,57,1.19800493499824,0.9534266122735162,,,,,,,,,
MFDFA_subset,,DESI_LRG,58,1.049356016237153,0.8518176467125146,,,,,,,,,
MFDFA_subset,,DESI_LRG,59,1.1559300779427724,0.9141393315791839,,,,,,,,,
MFDFA_subset,,DESI_LRG,60,1.2683127458886074,1.0120268614803123,,,,,,,,,
MFDFA_subset,,DESI_LRG,61,1.0077564412461826,0.8080743485924787,,,,,,,,,
MFDFA_subset,,DESI_LRG,62,1.1420074789063703,0.9140893541754891,,,,,,,,,
MFDFA_subset,,DESI_LRG,63,1.4768349350789671,1.1756741568975788,,,,,,,,,
MFDFA_subset,,DESI_LRG,64,1.1170532383877765,0.8857253627752605,,,,,,,,,
MFDFA_subset,,DESI_LRG,65,1.1506239261077735,0.9269528313275512,,,,,,,,,
MFDFA_subset,,DESI_LRG,66,1.3846212064060148,1.1258102386629436,,,,,,,,,
MFDFA_subset,,DESI_LRG,67,1.1588471741143873,0.9292404909739629,,,,,,,,,
MFDFA_subset,,DESI_LRG,68,1.1297003276929007,0.9089336553725942,,,,,,,,,
MFDFA_subset,,DESI_LRG,69,1.1712574840695578,0.9483915091822667,,,,,,,,,
MFDFA_subset,,DESI_LRG,70,1.3268884095375255,1.0611739008091996,,,,,,,,,
MFDFA_subset,,DESI_LRG,71,0.8882735625538524,0.7220963887353273,,,,,,,,,
MFDFA_subset,,DESI_LRG,72,1.2678758707057542,1.0230903583745896,,,,,,,,,
MFDFA_subset,,DESI_LRG,73,1.1447299015245098,0.9114904924646401,,,,,,,,,
MFDFA_subset,,DESI_LRG,74,1.0380863596160796,0.8367713768756341,,,,,,,,,
MFDFA_subset,,DESI_LRG,75,1.0098407396090028,0.8088457674171768,,,,,,,,,
MFDFA_subset,,DESI_LRG,76,1.2183043338336808,0.9806511938067443,,,,,,,,,
MFDFA_subset,,DESI_LRG,77,1.1217699990765884,0.9022323630245864,,,,,,,,,
MFDFA_subset,,DESI_LRG,78,1.1498510310690613,0.9017489174533646,,,,,,,,,
MFDFA_subset,,DESI_LRG,79,1.107509024036106,0.9153044298313013,,,,,,,,,
MFDFA_subset,,DESI_LRG,80,1.186488409206744,0.9449714564195428,,,,,,,,,
MFDFA_subset,,DESI_LRG,81,1.2093523644349364,0.9642699368647352,,,,,,,,,
MFDFA_subset,,DESI_LRG,82,1.393529362626383,1.1377660598554353,,,,,,,,,
MFDFA_subset,,DESI_LRG,83,1.2001233717813633,0.9511750868945014,,,,,,,,,
MFDFA_subset,,DESI_LRG,84,1.1086688287328597,0.8919671478156178,,,,,,,,,
MFDFA_subset,,DESI_LRG,85,1.241167871031483,0.9889370932116327,,,,,,,,,
MFDFA_subset,,DESI_LRG,86,1.222031199975405,0.9828174232729077,,,,,,,,,
MFDFA_subset,,DESI_LRG,87,1.1768303658596453,0.9368820790527395,,,,,,,,,
MFDFA_subset,,DESI_LRG,88,1.0407982735818702,0.8436169490268947,,,,,,,,,
MFDFA_subset,,DESI_LRG,89,0.9049750746274388,0.7425480229635658,,,,,,,,,
MFDFA_subset,,DESI_LRG,90,1.187988859460958,0.9413849143338676,,,,,,,,,
MFDFA_subset,,DESI_LRG,91,1.095411342532247,0.878714157419719,,,,,,,,,
MFDFA_subset,,DESI_LRG,92,1.1024773629080462,0.8880555181628481,,,,,,,,,
MFDFA_subset,,DESI_LRG,93,1.1397227075169367,0.9216174138546351,,,,,,,,,
MFDFA_subset,,DESI_LRG,94,1.0295876510472135,0.8282094214468676,,,,,,,,,
MFDFA_subset,,DESI_LRG,95,1.2768088644112936,1.018013309723024,,,,,,,,,
MFDFA_subset,,DESI_LRG,96,1.262037830696682,1.0190792036855878,,,,,,,,,
MFDFA_subset,,DESI_LRG,97,1.2724778738465723,1.034821217764328,,,,,,,,,
MFDFA_subset,,DESI_LRG,98,1.051036612675335,0.8356640393804604,,,,,,,,,
MFDFA_subset,,DESI_LRG,99,1.023721101838967,0.8332542382771236,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,0,1.1489022899697008,0.8923299786399569,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,1,1.111638003972011,0.8728847983547757,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,2,1.4741664818779707,1.1636812124437552,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,3,1.205735285129135,0.9552443183074442,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,4,1.5447680703207194,1.239105315730278,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,5,0.9931314441504887,0.7608182135638177,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,6,1.1972261929642538,0.9367249431812252,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,7,1.152504216685799,0.9159151324777405,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,8,0.9642807682609771,0.7518239432424189,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,9,1.119683731122057,0.8730758218756126,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,10,1.3416023676870876,1.0632883977385148,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,11,0.9529207144750302,0.7200478535653427,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,12,1.2435276805609008,0.9495403150676793,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,13,1.1281745041472309,0.8738640442193293,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,14,1.420051581589886,1.111511192864167,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,15,1.1490379068106404,0.8976916274420665,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,16,1.1758143911135845,0.9275145155233062,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,17,1.1400887238730344,0.8822060013808879,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,18,1.664327729842909,1.3563711385188788,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,19,1.0013601715467384,0.79372367837598,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,20,1.1189496557651335,0.8545663200269155,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,21,1.2960594363541194,1.022365736173828,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,22,1.001792835733371,0.7704519966544685,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,23,1.3321318919907392,1.0362253455975279,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,24,1.2428433727608246,0.9951390682884516,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,25,1.1769682795183047,0.9227922911432356,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,26,1.3561273722969713,1.0891095634212011,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,27,1.0436701248330533,0.8214626504420834,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,28,1.1892212252710614,0.9292574001022652,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,29,1.1070454018024738,0.8812841835599126,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,30,1.1961058469160128,0.9392952821107617,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,31,1.103450694991341,0.8526200722184413,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,32,1.1331515598617,0.9081860280488636,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,33,1.1565381080803585,0.9427014739133931,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,34,1.2092773498085707,0.9455885315863347,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,35,1.3235299075213272,1.0558421920305665,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,36,1.4859424464009734,1.1760184034416206,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,37,1.2215779180605302,1.0059413568905793,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,38,1.0569131828326763,0.8510454492420695,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,39,1.0658982169400044,0.8271024563663385,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,40,1.0659452409668355,0.8468747687843617,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,41,1.1926999233554583,0.9495364077909563,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,42,1.174564158864603,0.9242322637845769,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,43,1.164070270002904,0.9133849127223964,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,44,1.196213899464964,0.9422433229999264,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,45,1.1917123567042747,0.946852122236922,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,46,1.015464323626484,0.8073403004357704,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,47,1.1863962490700721,0.915010067367112,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,48,1.1857574976059584,0.9417902124895396,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,49,1.3390226342752205,1.043550208161947,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,50,1.2459435099599507,0.9716753770966018,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,51,1.2550426255835885,0.9914417145859746,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,52,1.06871884330777,0.8498278694314125,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,53,1.3003287678433602,1.0215866961966904,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,54,1.1267491291864622,0.8684422327693332,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,55,0.8942983547442951,0.6912938446812928,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,56,1.1986212620896957,0.9392299988268934,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,57,1.2421379625401252,0.9976145535230024,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,58,1.409876043062473,1.1177245522385033,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,59,1.1991595665410706,0.9701042720075878,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,60,1.1756874815828076,0.9242332583617359,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,61,1.77203171470964,1.4314410232912635,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,62,1.0296311230877528,0.7966651169513995,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,63,1.5267980970632236,1.242020190788848,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,64,1.1318021748181673,0.8970112658295074,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,65,1.1758816684299993,0.918030984914786,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,66,1.1039049146432578,0.8513945259442671,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,67,1.3258908102201679,1.0481951663304947,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,68,1.0329315306180522,0.8144114905413198,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,69,0.9061486354683598,0.6871495859906495,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,70,1.5043925266551708,1.194767990797855,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,71,1.5911577110371216,1.2907975235544888,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,72,1.2420906158169622,0.9700903818806365,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,73,1.4646194643720514,1.1772915665157675,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,74,1.295122325886594,1.0120931023210782,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,75,1.6139980581219027,1.3000092661026361,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,76,1.401083857412454,1.1110751088784314,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,77,1.2956605983015295,1.0492668050186567,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,78,1.3279811230304615,1.0450362718709323,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,79,1.062504149515214,0.8298530458640927,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,80,1.292595036221281,1.0170775183805674,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,81,1.0952155158713857,0.874489985444737,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,82,1.1400541573467948,0.8902609145694327,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,83,1.0353758884308264,0.8361582263721357,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,84,1.0822459248188476,0.8124483356850961,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,85,1.2083280946382942,0.9547960727128252,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,86,1.0987321795942566,0.8254761004916716,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,87,1.3064180791011137,1.0275265638501152,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,88,1.067663050478256,0.8222353341951968,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,89,1.0818452538514558,0.8447724444363569,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,90,1.2265144154153516,0.9561747704465317,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,91,1.2654960997471563,1.014702394956918,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,92,1.5814502297160835,1.274803064614905,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,93,1.082882701128806,0.8583232915002805,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,94,1.3432980214650696,1.0647930140049708,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,95,1.3606724418691045,1.0851930780294472,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,96,1.44389757456346,1.1612425957947534,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,97,1.2656520425103237,0.9747252823256283,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,98,1.4579040111098214,1.1707987363967236,,,,,,,,,
MFDFA_subset,,CERN_2Lepton,99,1.0593540293082466,0.8432504508446286,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,0,1.1349884312528957,1.1022169014399663,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,1,1.025936003935678,0.9698499532562951,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,2,1.1654900958246706,1.0876082807801593,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,3,1.2197759354358992,1.1351653867153537,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,4,0.9114110743697422,0.8360149935351886,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,5,1.0248791729619433,0.9606031185232798,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,6,0.9859836237132964,0.9405203917915741,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,7,1.5379775197897616,1.5050107508521797,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,8,0.7909265862934169,0.8006163357462222,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,9,1.1319028787408072,1.1011841635475623,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,10,1.181023787028709,1.2238996653004723,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,11,1.3504326361983177,1.2783868258051059,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,12,1.1347400381765227,1.0440521130939544,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,13,0.9124113706260323,0.8823199657238583,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,14,1.5504468492055647,1.4682279749233078,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,15,1.2720952111532604,1.2257259701490975,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,16,1.2083058173613304,1.1194512967740486,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,17,1.1349884312528957,1.1022169014399663,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,18,1.0248791729619433,0.9606031185232798,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,19,0.8610574465197576,0.8262155129107571,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,20,0.9859836237132964,0.9405203917915741,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,21,1.1654900958246706,1.0876082807801593,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,22,1.2141542976840634,1.1246759234660657,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,23,1.1876079218043265,1.1080156701887236,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,24,0.9598671167163255,0.9001839597866704,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,25,0.7909265862934169,0.8006163357462222,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,26,1.3153478734108996,1.2127568220157388,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,27,0.9387779727148968,0.9016277952405849,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,28,1.29200003734347,1.2338372287966175,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,29,1.3835743671040581,1.2887838268167773,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,30,1.3835743671040581,1.2887838268167773,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,31,0.9124113706260323,0.8823199657238583,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,32,1.270153619544533,1.2196754549470705,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,33,1.1216082390481872,1.0794851080545433,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,34,1.5931298097406,1.4778251672308664,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,35,1.160336244941417,1.113678106468254,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,36,1.1589941724214035,1.1235721870631414,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,37,0.9859836237132964,0.9405203917915741,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,38,1.5931298097406,1.4778251672308664,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,39,1.066175378810691,1.0222241761564423,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,40,1.3256024294773436,1.2284122457227098,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,41,1.1008415759748191,1.0946066244321127,,,,,,,,,
MFDFA_subset,,NIST_3_Eu_Europium,42,1.0248791729619433,0.9606031185232798,,,,,,,,,
